date,open,high,low,close,Volume
2016-11-17,105.612,106.1314,104.6695,105.7467,27632003
2016-11-18,105.5255,106.3141,105.4678,105.8525,28428917
2016-11-21,105.9102,107.7087,105.8044,107.4586,29264571
2016-11-22,107.6702,108.1223,107.1412,107.526,25965534
2016-11-23,107.1028,107.247,106.1122,106.9777,27426394
2016-11-25,106.8816,107.5933,106.7085,107.5163,11475922
2016-11-28,107.1701,108.1655,107.1316,107.3047,27193983
2016-11-29,106.545,107.7472,105.8621,107.199,28528750
2016-11-30,107.3336,107.9107,106.0544,106.2949,36162258
2016-12-01,106.1458,106.6988,104.8619,105.3043,37086862
2016-12-02,104.9965,105.8813,104.6887,105.6986,26527997
2016-12-05,105.7948,105.8236,104.1117,104.9388,34324540
2016-12-06,105.3139,106.141,105.0157,105.7467,26195462
2016-12-07,105.0831,106.9393,104.9869,106.7854,29998719
2016-12-08,106.6219,108.1319,106.3718,107.8337,27068316
2016-12-09,108.0165,110.3151,108.0165,109.5938,34402627
2016-12-12,108.959,110.6036,108.1896,108.9686,26374377
2016-12-13,109.488,111.4885,109.4014,110.7864,43733811
2016-12-14,110.6421,111.7577,110.5844,110.7864,34031834
2016-12-15,110.9691,112.2675,110.8248,111.3923,46524544
2016-12-16,112.0174,112.0463,111.224,111.5365,44351134
2016-12-19,111.373,112.8926,111.325,112.1809,27779423
2016-12-20,112.2771,113.008,112.2194,112.4791,21424965
2016-12-21,112.3348,112.9119,112.3156,112.5849,23783165
2016-12-22,111.902,112.0559,111.2192,111.8443,26085854
2016-12-23,111.1711,112.0655,111.1711,112.0655,14249484
2016-12-27,112.0655,113.2966,112.0367,112.7772,18296855
2016-12-28,113.0273,113.5049,111.7577,112.2963,20905892
2016-12-29,111.9982,112.6325,111.9501,112.2675,15039519
2016-12-30,112.1905,112.7195,111.0172,111.3923,30586265
2017-01-03,111.373,111.8828,110.3728,111.7097,28781865
2017-01-04,111.4211,112.0559,111.325,111.5846,21118116
2017-01-05,111.4885,112.3966,111.3827,112.1521,22193587
2017-01-06,112.3156,113.6428,112.0174,113.4024,31751900
2017-01-09,113.4408,114.8643,113.4312,114.4411,33561948
2017-01-10,114.2295,114.8162,113.7775,114.5565,24462051
2017-01-11,114.2006,115.3452,114.066,115.172,27588593
2017-01-12,114.3497,114.7392,113.6909,114.6911,27086220
2017-01-13,114.5565,115.047,114.268,114.4892,26111948
2017-01-17,113.8159,115.6433,113.7005,115.4125,34439843
2017-01-18,115.4125,115.8934,115.1336,115.4029,23712961
2017-01-19,114.8354,115.499,114.8066,115.2009,25597291
2017-01-20,115.8453,115.8453,115.1572,115.4125,32597892
2017-01-23,115.4125,116.1915,115.1913,115.4894,22050218
2017-01-24,114.9797,115.5087,114.9316,115.3836,23211038
2017-01-25,115.8164,117.4322,115.6818,117.2206,32586673
2017-01-26,117.0186,117.7592,116.9513,117.2783,26337576
2017-01-27,117.4707,117.6726,116.9513,117.2879,20562944
2017-01-30,116.3069,116.9802,116.0472,116.9802,30377503
2017-01-31,116.5185,116.7493,116.0088,116.7109,49200993
2017-02-01,122.1737,125.5014,122.1545,123.828,111985040
2017-02-02,123.0826,124.4435,122.895,123.6164,33710411
2017-02-03,123.4048,124.2511,123.2605,124.1454,24507301
2017-02-06,124.1934,125.5111,123.9722,125.3091,26845924
2017-02-07,125.5495,127.0403,125.463,126.5017,38183841
2017-02-08,126.3286,127.1653,126.2035,126.9922,23004072
2017-02-09,127.1661,127.934,126.6541,127.9099,28349859
2017-02-10,127.9485,128.4121,127.5525,127.6201,20065458
2017-02-13,128.5474,129.2622,128.2286,128.7502,23035421
2017-02-14,128.9241,130.4889,128.7116,130.4213,33226223
2017-02-15,130.9043,131.6287,130.0349,130.8946,35623100
2017-02-16,131.0492,131.2713,130.2472,130.7352,22584555
2017-02-17,130.4986,131.2037,130.4986,131.0975,22198197
2017-02-21,131.5901,132.0924,131.3486,132.0441,24507156
2017-02-22,131.7833,132.4498,131.4742,132.4401,20836932
2017-02-23,132.7009,132.7975,131.6577,131.8799,20788186
2017-02-24,131.281,132.0054,130.6724,132.0054,21776585
2017-02-27,132.4691,132.754,131.6384,132.2662,20257426
